customer_id,revenue,age,sessions,revenue_zscore,age_zscore,sessions_zscore,revenue_is_outlier,age_is_outlier,sessions_is_outlier,revenue_capped,age_capped,sessions_capped,any_outlier
CUST0057,944.89,25.0,23.0,0.12255479830859715,1.006674990667284,0.056489450124539604,0,0,0,944.89,25.0,23.0,0
CUST0058,1159.05,50.0,19.0,0.0970768718686709,0.24540833105819354,0.029589711969996935,0,0,0,1159.05,50.0,19.0,0
CUST0059,322.6,61.0,3.0,0.1965866382614442,0.7963249926174036,0.3739063603481431,0,0,0,322.6,61.0,3.0,0
CUST0060,273.33,23.0,9.0,0.20244813170417475,1.1068416564053223,0.2447876172063383,0,0,0,273.33,23.0,9.0,0
CUST0061,1353.39,55.0,6.0,0.07395686708563355,0.49582499540328906,0.3093469887772407,0,0,0,1353.39,55.0,6.0,0
CUST0062,968.64,25.0,22.0,0.11972933719098301,1.006674990667284,0.03496965960090547,0,0,0,968.64,25.0,22.0,0
CUST0063,1152.21,56.0,2.0,0.09789060467054377,0.5459083282723082,0.39542615087177724,0,0,0,1152.21,56.0,2.0,0
CUST0064,1541.75,39.0,6.0,0.05154828367031551,0.3055083305010166,0.3093469887772407,0,0,0,1541.75,39.0,6.0,0
CUST0065,1287.7,18.0,18.0,0.08177179511999459,1.3572583207504176,0.05110950249363107,0,0,0,1287.7,18.0,18.0,0
CUST0066,1129.48,68.0,21.0,0.1005947196685804,1.1469083227005374,0.013449869077271335,0,0,0,1129.48,68.0,21.0,0
CUST0067,1140.45,26.0,15.0,0.0992896540492024,0.9565916577982649,0.11566887406453348,0,0,0,1140.45,26.0,15.0,0
CUST0068,642.7,48.0,25.0,0.15850537073520027,0.14524166532015534,0.09952903117180788,0,0,0,642.7,48.0,25.0,0
CUST0069,110.09,27.0,27.0,0.22186826950793628,0.9065083249292458,0.14256861221907616,0,0,0,110.09,27.0,27.0,0
CUST0070,901.6,66.0,4.0,0.1277048703836084,1.0467416569624992,0.35238656982450894,0,0,0,901.6,66.0,4.0,0
CUST0071,468.44,56.0,28.0,0.17923652249753477,0.5459083282723082,0.16408840274271028,0,0,0,468.44,56.0,28.0,0
CUST0072,846.63,59.0,18.0,0.13424447449456636,0.6961583268793654,0.05110950249363107,0,0,0,846.63,59.0,18.0,0
CUST0073,1714.14,40.0,19.0,0.03103959979387316,0.2554249976319975,0.029589711969996935,0,0,0,1714.14,40.0,19.0,0
CUST0074,506.18,42.0,3.0,0.174746716073166,0.1552583318939593,0.3739063603481431,0,0,0,506.18,42.0,3.0,0
CUST0075,163.69,50.0,19.0,0.2154916498909207,0.24540833105819354,0.029589711969996935,0,0,0,163.69,50.0,19.0,0
CUST0076,598.7,58.0,22.0,0.1637399092267802,0.6460749940103463,0.03496965960090547,0,0,0,598.7,58.0,22.0,0
CUST0077,622.51,62.0,17.0,0.16090731010213208,0.8464083254864228,0.0726292930172652,0,0,0,622.51,62.0,17.0,0
CUST0078,1340.74,18.0,3.0,0.0754617969019628,1.3572583207504176,0.3739063603481431,0,0,0,1340.74,18.0,3.0,0
CUST0079,1136.21,52.0,16.0,0.09979407321293647,0.3455749967962317,0.09414908354089935,0,0,0,1136.21,52.0,16.0,0
CUST0080,1578.6,23.0,28.0,0.04716435768361733,1.1068416564053223,0.16408840274271028,0,0,0,1578.6,23.0,28.0,0
CUST0081,1345.41,32.0,21.0,0.07490622202115191,0.6560916605841504,0.013449869077271335,0,0,0,1345.41,32.0,21.0,0
CUST0082,842.45,61.0,4.0,0.13474175565126642,0.7963249926174036,0.35238656982450894,0,0,0,842.45,61.0,4.0,0
CUST0083,1637.34,31.0,28.0,0.040176248797358136,0.7061749934531694,0.16408840274271028,0,0,0,1637.34,31.0,28.0,0
CUST0084,375.6,59.0,28.0,0.1902813987147684,0.6961583268793654,0.16408840274271028,0,0,0,375.6,59.0,28.0,0
CUST0085,94.29,42.0,5.0,0.22374794469354906,0.1552583318939593,0.3308667793008748,0,0,0,94.29,42.0,5.0,0
CUST0086,225.59,30.0,24.0,0.208127605967539,0.7562583263221885,0.07800924064817374,0,0,0,225.59,30.0,24.0,0
CUST0087,1458.6,35.0,12.0,0.061440371751562584,0.505841661977093,0.18022824563543588,0,0,0,1458.6,35.0,12.0,0
CUST0088,950.66,45.0,18.0,0.12186835996549679,0.005008333286901982,0.05110950249363107,0,0,0,950.66,45.0,18.0,0
CUST0089,364.48,57.0,13.0,0.19160430935173134,0.5959916611413273,0.15870845511180173,0,0,0,364.48,57.0,13.0,0
CUST0090,1027.04,49.0,23.0,0.11278167701124966,0.19532499818917443,0.056489450124539604,0,0,0,1027.04,49.0,23.0,0
CUST0091,347.01,66.0,29.0,0.19368265906645638,1.0467416569624992,0.18560819326634442,0,0,0,347.01,66.0,29.0,0
CUST0092,1407.82,63.0,24.0,0.0674815050379814,0.8964916583554419,0.07800924064817374,0,0,0,1407.82,63.0,24.0,0
CUST0093,920.0,57.0,28.0,0.12551588155985682,0.5959916611413273,0.16408840274271028,0,0,0,920.0,57.0,28.0,0
CUST0094,792.99,49.0,28.0,0.14062585278293785,0.19532499818917443,0.16408840274271028,0,0,0,792.99,49.0,28.0,0
CUST0095,637.95,33.0,3.0,0.15907046295872312,0.6060083277151312,0.3739063603481431,0,0,0,637.95,33.0,3.0,0
CUST0096,1279.05,39.0,8.0,0.08280085780072564,0.3055083305010166,0.2663074077299724,0,0,0,1279.05,39.0,8.0,0
CUST0097,755.53,24.0,21.0,0.14508234850781476,1.0567583235363032,0.013449869077271335,0,0,0,755.53,24.0,21.0,0
CUST0098,220.92,37.0,18.0,0.20868318084834983,0.4056749962390548,0.05110950249363107,0,0,0,220.92,37.0,18.0,0
CUST0099,280.11,66.0,2.0,0.20164153690933587,1.0467416569624992,0.39542615087177724,0,0,0,280.11,66.0,2.0,0
CUST0100,1925.7,40.0,3.0,0.005870986992085697,0.2554249976319975,0.3739063603481431,0,0,0,1925.7,40.0,3.0,0
CUST0101,1821.73,23.0,16.0,0.01823996351412126,1.1068416564053223,0.09414908354089935,0,0,0,1821.73,23.0,16.0,0
CUST0102,1414.43,51.0,18.0,0.06669513459640541,0.29549166392721266,0.05110950249363107,0,0,0,1414.43,51.0,18.0,0
CUST0103,568.45,68.0,5.0,0.1673386544397414,1.1469083227005374,0.3308667793008748,0,0,0,568.45,68.0,5.0,0
CUST0104,1939.89,63.0,5.0,0.004182848328551166,0.8964916583554419,0.3308667793008748,0,0,0,1939.89,63.0,5.0,0
CUST0105,1568.56,32.0,4.0,0.04835878419396875,0.6560916605841504,0.35238656982450894,0,0,0,1568.56,32.0,4.0,0
CUST0106,1447.94,41.0,17.0,0.0627085576679317,0.20534166476297838,0.0726292930172652,0,0,0,1447.94,41.0,17.0,0
CUST0107,926.25,45.0,1.0,0.12477233916048466,0.005008333286901982,0.41694594139541136,0,0,0,926.25,45.0,1.0,0
CUST0108,580.87,30.0,17.0,0.16586108698370905,0.7562583263221885,0.0726292930172652,0,0,0,580.87,30.0,17.0,0
CUST0109,237.96,31.0,14.0,0.2066559868507016,0.7061749934531694,0.1371886645881676,0,0,0,237.96,31.0,14.0,0
CUST0110,1810.07,30.0,14.0,0.01962711621438995,0.7562583263221885,0.1371886645881676,0,0,0,1810.07,30.0,14.0,0
CUST0111,938.76,69.0,20.0,0.12328406469390138,1.1969916555695566,0.0080699214463628,0,0,0,938.76,69.0,20.0,0
CUST0112,444.61,56.0,16.0,0.1820715009578609,0.5459083282723082,0.09414908354089935,0,0,0,444.61,56.0,16.0,0
CUST0113,646.62,61.0,22.0,0.15803902094231406,0.7963249926174036,0.03496965960090547,0,0,0,646.62,61.0,22.0,0
CUST0114,1179.48,60.0,23.0,0.09464638047360321,0.7462416597483845,0.056489450124539604,0,0,0,1179.48,60.0,23.0,0
CUST0115,394.71,67.0,27.0,0.18800794347444813,1.0968249898315183,0.14256861221907616,0,0,0,394.71,67.0,27.0,0
CUST0116,1720.4,23.0,24.0,0.030294867726662015,1.1068416564053223,0.07800924064817374,0,0,0,1720.4,23.0,24.0,0
CUST0117,1529.11,63.0,16.0,0.053052023818805756,0.8964916583554419,0.09414908354089935,0,0,0,1529.11,63.0,16.0,0
CUST0118,1452.95,21.0,15.0,0.062112534080594986,1.2070083221433605,0.11566887406453348,0,0,0,1452.95,21.0,15.0,0
CUST0119,892.58,42.0,7.0,0.12877795077438228,0.1552583318939593,0.28782719825360653,0,0,0,892.58,42.0,7.0,0
CUST0120,1273.25,48.0,18.0,0.083490865147343,0.14524166532015534,0.05110950249363107,0,0,0,1273.25,48.0,18.0,0
CUST0121,1188.99,36.0,5.0,0.09351500635871855,0.4557583291080739,0.3308667793008748,0,0,0,1188.99,36.0,5.0,0
CUST0122,1317.2,25.0,28.0,0.07826227499495805,1.006674990667284,0.16408840274271028,0,0,0,1317.2,25.0,28.0,0
CUST0123,214.67,27.0,25.0,0.20942672324772196,0.9065083249292458,0.09952903117180788,0,0,0,214.67,27.0,25.0,0
CUST0124,860.82,60.0,4.0,0.13255633583103182,0.7462416597483845,0.35238656982450894,0,0,0,860.82,60.0,4.0,0
CUST0125,131.15,34.0,23.0,0.21936282903901186,0.5559249948461121,0.056489450124539604,0,0,0,131.15,34.0,23.0,0
CUST0126,1013.28,34.0,4.0,0.11441865995770738,0.5559249948461121,0.35238656982450894,0,0,0,1013.28,34.0,4.0,0
CUST0127,693.23,66.0,21.0,0.15249397914475635,1.0467416569624992,0.013449869077271335,0,0,0,693.23,66.0,21.0,0
CUST0128,331.82,25.0,3.0,0.19548976451389044,1.006674990667284,0.3739063603481431,0,0,0,331.82,25.0,3.0,0
CUST0129,251.64,65.0,15.0,0.20502852124695584,0.9966583240934801,0.11566887406453348,0,0,0,251.64,65.0,15.0,0
CUST0130,1195.91,65.0,20.0,0.0926917562141337,0.9966583240934801,0.0080699214463628,0,0,0,1195.91,65.0,20.0,0
CUST0131,382.66,49.0,22.0,0.18944149322043763,0.19532499818917443,0.03496965960090547,0,0,0,382.66,49.0,22.0,0
CUST0132,1853.98,26.0,13.0,0.014403284733360975,0.9565916577982649,0.15870845511180173,0,0,0,1853.98,26.0,13.0,0
CUST0133,1183.07,26.0,27.0,0.09421928971940385,0.9565916577982649,0.14256861221907616,0,0,0,1183.07,26.0,27.0,0
CUST0134,726.4,32.0,23.0,0.1485478509228085,0.6560916605841504,0.056489450124539604,0,0,0,726.4,32.0,23.0,0
CUST0135,1202.29,48.0,7.0,0.09193274813285462,0.14524166532015534,0.28782719825360653,0,0,0,1202.29,48.0,7.0,0
CUST0136,94.47,25.0,20.0,0.22372653067244713,1.006674990667284,0.0080699214463628,0,0,0,94.47,25.0,20.0,0
CUST0137,1919.19,41.0,22.0,0.006645460755271726,0.20534166476297838,0.03496965960090547,0,0,0,1919.19,41.0,22.0,0
CUST0138,990.49,24.0,10.0,0.11712991296277797,1.0567583235363032,0.22326782668270415,0,0,0,990.49,24.0,10.0,0
CUST0139,1576.33,46.0,22.0,0.0474344122830693,0.04507499958211712,0.03496965960090547,0,0,0,1576.33,46.0,22.0,0
CUST0140,211.32,19.0,27.0,0.20982526197378545,1.3071749878813987,0.14256861221907616,0,0,0,211.32,19.0,27.0,0
CUST0141,998.98,54.0,24.0,0.11611988496747085,0.44574166253426994,0.07800924064817374,0,0,0,998.98,54.0,24.0,0
CUST0142,1006.88,20.0,23.0,0.11518004737466446,1.2570916550123796,0.056489450124539604,0,0,0,1006.88,20.0,23.0,0
CUST0143,1878.76,28.0,19.0,0.011455287828330286,0.8564249920602267,0.029589711969996935,0,0,0,1878.76,28.0,19.0,0
CUST0144,1164.87,27.0,8.0,0.09638448518637556,0.9065083249292458,0.2663074077299724,0,0,0,1164.87,27.0,8.0,0
CUST0145,973.3,61.0,24.0,0.11917495197801115,0.7963249926174036,0.07800924064817374,0,0,0,973.3,61.0,24.0,0
CUST0146,570.6,20.0,11.0,0.16708287585435738,1.2570916550123796,0.20174803615907003,0,0,0,570.6,20.0,11.0,0
CUST0147,696.56,40.0,16.0,0.15209781975437087,0.2554249976319975,0.09414908354089935,0,0,0,696.56,40.0,16.0,0
CUST0148,1065.31,48.0,10.0,0.10822881819141413,0.14524166532015534,0.22326782668270415,0,0,0,1065.31,48.0,10.0,0
CUST0149,905.88,44.0,10.0,0.1271956925485184,0.055091666155921086,0.22326782668270415,0,0,0,905.88,44.0,10.0,0
CUST0150,92.14,53.0,5.0,0.22400372327893306,0.39565832966525083,0.3308667793008748,0,0,0,92.14,53.0,5.0,0
CUST0151,1661.27,59.0,28.0,0.03732937365864205,0.6961583268793654,0.16408840274271028,0,0,0,1661.27,59.0,28.0,0
CUST0152,1797.51,38.0,5.0,0.021121339020168214,0.35559166337003567,0.3308667793008748,0,0,0,1797.51,38.0,5.0,0
CUST0153,323.49,61.0,3.0,0.19648075782377364,0.7963249926174036,0.3739063603481431,0,0,0,323.49,61.0,3.0,0
CUST0154,1130.37,34.0,28.0,0.10048883923090982,0.5559249948461121,0.16408840274271028,0,0,0,1130.37,34.0,28.0,0
CUST0155,261.72,69.0,17.0,0.20382933606524845,1.1969916555695566,0.0726292930172652,0,0,0,261.72,69.0,17.0,0
CUST0156,1360.87,44.0,13.0,0.07306699554206499,0.055091666155921086,0.15870845511180173,0,0,0,1360.87,44.0,13.0,0
CUST0157,598.41,56.0,22.0,0.16377440959411108,0.5459083282723082,0.03496965960090547,0,0,0,598.41,56.0,22.0,0
CUST0158,1335.87,63.0,12.0,0.07604116513955358,0.8964916583554419,0.18022824563543588,0,0,0,1335.87,63.0,12.0,0
CUST0159,1467.64,59.0,4.0,0.060364912025110684,0.6961583268793654,0.35238656982450894,0,0,0,1467.64,59.0,4.0,0
CUST0160,1548.86,62.0,22.0,0.05070242983678977,0.8464083254864228,0.03496965960090547,0,0,0,1548.86,62.0,22.0,0
CUST0161,260.09,45.0,6.0,0.20402325192300472,0.005008333286901982,0.3093469887772407,0,0,0,260.09,45.0,6.0,0
CUST0162,1836.22,20.0,17.0,0.01651613481541687,1.2570916550123796,0.0726292930172652,0,0,0,1836.22,20.0,17.0,0
CUST0163,498.92,43.0,28.0,0.17561041492427668,0.10517499902494018,0.16408840274271028,0,0,0,498.92,43.0,28.0,0
CUST0164,122.95,27.0,28.0,0.22033835666698812,0.9065083249292458,0.16408840274271028,0,0,0,122.95,27.0,28.0,0
CUST0165,1131.96,64.0,11.0,0.10029968204450952,0.946574991224461,0.20174803615907003,0,0,0,1131.96,64.0,11.0,0
CUST0166,773.3,30.0,23.0,0.14296830875791988,0.7562583263221885,0.056489450124539604,0,0,0,773.3,30.0,23.0,0
CUST0167,1668.09,29.0,18.0,0.03651802019244717,0.8063416591912076,0.05110950249363107,0,0,0,1668.09,29.0,18.0,0
CUST0168,1626.09,30.0,14.0,0.041514625116228006,0.7562583263221885,0.1371886645881676,0,0,0,1626.09,30.0,14.0,0
CUST0169,668.42,51.0,5.0,0.15544554505330405,0.29549166392721266,0.3308667793008748,0,0,0,668.42,51.0,5.0,0
CUST0170,1908.15,47.0,11.0,0.007958854049522684,0.09515833245113622,0.20174803615907003,0,0,0,1908.15,47.0,11.0,0
CUST0171,617.29,67.0,19.0,0.16152831671408768,1.0968249898315183,0.029589711969996935,0,0,0,617.29,67.0,19.0,0
CUST0172,1054.36,39.0,29.0,0.10953150447511413,0.3055083305010166,0.18560819326634442,0,0,0,1054.36,39.0,29.0,0
CUST0173,549.13,32.0,1.0,0.1696370927046806,0.6560916605841504,0.41694594139541136,0,0,0,549.13,32.0,1.0,0
CUST0174,1875.28,20.0,21.0,0.0118692922363007,1.2570916550123796,0.013449869077271335,0,0,0,1875.28,20.0,21.0,0
CUST0175,370.99,18.0,25.0,0.1908298355885453,1.3572583207504176,0.09952903117180788,0,0,0,370.99,18.0,25.0,0
CUST0176,137.58,37.0,28.0,0.2185978726185378,0.4056749962390548,0.16408840274271028,0,0,0,137.58,37.0,28.0,0
CUST0177,898.44,66.0,13.0,0.12808080542073097,1.0467416569624992,0.15870845511180173,0,0,0,898.44,66.0,13.0,0
CUST0178,1985.13,45.0,4.0,0.001199208975064193,0.005008333286901982,0.35238656982450894,0,0,0,1985.13,45.0,4.0,0
CUST0179,1788.77,64.0,8.0,0.022161108711450224,0.946574991224461,0.2663074077299724,0,0,0,1788.77,64.0,8.0,0
CUST0180,1509.79,23.0,25.0,0.05535046208374493,1.1068416564053223,0.09952903117180788,0,0,0,1509.79,23.0,25.0,0
CUST0181,1787.05,22.0,26.0,0.022365731579757443,1.1569249892743414,0.12104882169544201,0,0,0,1787.05,22.0,26.0,0
CUST0182,1792.22,61.0,19.0,0.021750673306996794,0.7963249926174036,0.029589711969996935,0,0,0,1792.22,61.0,19.0,0
CUST0183,1061.77,23.0,4.0,0.1086499606064185,1.1068416564053223,0.35238656982450894,0,0,0,1061.77,23.0,4.0,0
CUST0184,666.06,20.0,4.0,0.15572630666330695,1.2570916550123796,0.35238656982450894,0,0,0,666.06,20.0,4.0,0
CUST0185,1555.42,39.0,14.0,0.04992200773440874,0.3055083305010166,0.1371886645881676,0,0,0,1555.42,39.0,14.0,0
CUST0186,1340.24,66.0,18.0,0.07552128029391256,1.0467416569624992,0.05110950249363107,0,0,0,1340.24,66.0,18.0,0
CUST0187,778.63,53.0,1.0,0.14233421579973532,0.39565832966525083,0.41694594139541136,0,0,0,778.63,53.0,1.0,0
CUST0188,234.21,23.0,20.0,0.20710211229032488,1.1068416564053223,0.0080699214463628,0,0,0,234.21,23.0,20.0,0
CUST0189,1506.24,61.0,16.0,0.055772794166588306,0.7963249926174036,0.09414908354089935,0,0,0,1506.24,61.0,16.0,0
CUST0190,561.8,61.0,1.0,0.16812978355267338,0.7963249926174036,0.41694594139541136,0,0,0,561.8,61.0,1.0,0
CUST0191,1876.79,59.0,3.0,0.01168965239261239,0.6961583268793654,0.3739063603481431,0,0,0,1876.79,59.0,3.0,0
CUST0192,519.89,64.0,14.0,0.17311568146590323,0.946574991224461,0.1371886645881676,0,0,0,519.89,64.0,14.0,0
CUST0193,289.38,30.0,21.0,0.2005387148225871,0.7562583263221885,0.013449869077271335,0,0,0,289.38,30.0,21.0,0
CUST0194,1670.67,68.0,24.0,0.036211085889986325,1.1469083227005374,0.07800924064817374,0,0,0,1670.67,68.0,24.0,0
CUST0195,348.9,34.0,13.0,0.19345781184488625,0.5559249948461121,0.15870845511180173,0,0,0,348.9,34.0,13.0,0
CUST0196,399.57,59.0,9.0,0.18742976490469634,0.6961583268793654,0.2447876172063383,0,0,0,399.57,59.0,9.0,0
CUST0197,1218.8,48.0,29.0,0.08996860653067316,0.14524166532015534,0.18560819326634442,0,0,0,1218.8,48.0,29.0,0
CUST0198,1755.4,58.0,14.0,0.026131030290177985,0.6460749940103463,0.1371886645881676,0,0,0,1755.4,58.0,14.0,0
CUST0199,433.05,50.0,10.0,0.18344675697973964,0.24540833105819354,0.22326782668270415,0,0,0,433.05,50.0,10.0,0
CUST0200,655.13,51.0,13.0,0.15702661361132897,0.29549166392721266,0.15870845511180173,0,0,0,655.13,51.0,13.0,0
