customer_id,total_transactions,days_as_customer,total_spent,days_since_last_purchase,purchase_count,transactions_per_month,avg_spend_per_transaction,lifetime_value_per_month,engagement_tier,spend_quartile,recency_score,frequency_score,monetary_score,rfm_score
C0047,90,460,9930.6,166,386,5.869565217391304,110.34,647.6478260869566,medium,Q1,3,4,1,8
C0048,179,1109,38918.66,91,314,4.842200180342651,217.42268156424583,1052.804147880974,medium,Q4,4,4,4,12
C0049,136,1230,43038.49,123,146,3.317073170731707,316.45948529411766,1049.719268292683,medium,Q4,4,2,5,11
C0050,156,244,12371.68,167,457,19.18032786885246,79.30564102564102,1521.1081967213115,high,Q1,3,5,2,10
C0051,152,942,33409.07,119,218,4.840764331210191,219.79651315789474,1063.9831210191082,medium,Q3,4,3,4,11
C0052,39,685,6511.67,144,76,1.708029197080292,166.96589743589743,285.1826277372263,low,Q1,3,1,1,5
C0053,73,931,13793.87,280,482,2.3523093447905477,188.95712328767124,444.48560687432865,medium,Q2,2,5,2,9
C0054,94,1751,6975.79,296,457,1.610508280982296,74.21053191489362,119.51667618503711,low,Q1,1,5,1,7
C0055,100,167,14211.86,3,25,17.964071856287426,142.11860000000001,2553.0287425149704,high,Q2,5,1,2,8
C0056,9,1817,33753.09,138,452,0.14859658778205834,3750.343333333333,557.2882223445239,low,Q3,3,5,4,12
C0057,110,837,45520.83,310,474,3.9426523297491043,413.8257272727273,1631.5709677419356,medium,Q4,1,5,5,11
C0058,31,1416,10165.99,194,415,0.6567796610169491,327.9351612903226,215.38114406779658,low,Q1,3,5,1,9
C0059,149,792,27126.85,75,128,5.6439393939393945,182.05939597315435,1027.532196969697,medium,Q3,4,2,3,9
C0060,137,588,35084.49,217,316,6.989795918367347,256.09116788321165,1790.0249999999999,medium,Q3,2,4,4,10
C0061,185,1413,47648.48,53,270,3.9278131634819533,257.5593513513514,1011.6450106157113,medium,Q4,5,3,5,13
C0062,149,1265,30522.52,8,311,3.533596837944664,204.84912751677854,723.854229249012,medium,Q3,5,4,3,12
C0063,74,288,12792.59,231,309,7.708333333333334,172.87283783783784,1332.5614583333333,medium,Q2,2,4,2,8
C0064,194,1296,31292.63,189,320,4.4907407407407405,161.30221649484537,724.3664351851852,medium,Q3,3,4,4,11
C0065,83,1382,16058.53,277,258,1.8017366136034731,193.47626506024096,348.5932706222865,low,Q2,2,3,2,7
C0066,66,726,48807.61,126,346,2.7272727272727275,739.5092424242424,2016.8433884297522,medium,Q4,4,4,5,13
C0067,182,1692,20013.82,312,264,3.226950354609929,109.96604395604396,354.8549645390071,medium,Q2,1,3,2,6
C0068,75,1181,34287.11,154,9,1.9051651143099069,457.1614666666667,870.9680779000847,low,Q3,3,1,4,8
C0069,16,629,1210.22,270,18,0.7631160572337043,75.63875,57.721144674085856,low,Q1,2,1,1,4
C0070,94,49,20033.07,37,480,57.55102040816327,213.1177659574468,12265.144897959184,high,Q2,5,5,2,12
C0071,160,1242,43761.63,36,455,3.8647342995169085,273.5101875,1057.0442028985508,medium,Q4,5,5,5,15
C0072,38,405,30530.86,286,293,2.814814814814815,803.4436842105264,2261.5451851851853,medium,Q3,2,3,4,9
C0073,93,1388,22224.95,305,88,2.010086455331412,238.97795698924733,480.3663544668588,medium,Q2,1,1,3,5
C0074,26,973,46800.08,344,391,0.801644398766701,1800.003076923077,1442.962384378212,low,Q4,1,4,5,10
C0075,138,868,42706.52,119,72,4.7695852534562215,309.467536231884,1476.0317972350229,medium,Q4,4,1,5,10
C0076,96,324,16144.67,9,189,8.888888888888888,168.17364583333332,1494.8768518518518,medium,Q2,5,2,2,9
C0077,67,1307,27250.19,358,165,1.5378729915837794,406.71925373134326,625.4825554705432,low,Q3,1,2,3,6
C0078,46,327,24516.72,220,7,4.220183486238532,532.9721739130435,2249.240366972477,medium,Q2,2,1,3,6
C0079,113,780,31628.51,91,404,4.346153846153846,279.8983185840708,1216.4811538461538,medium,Q3,4,5,4,13
C0080,134,1532,16738.86,279,255,2.6240208877284594,124.9168656716418,327.78446475195824,medium,Q2,2,3,2,7
C0081,189,1682,12248.04,330,159,3.370986920332937,64.80444444444444,218.4549346016647,medium,Q1,1,2,2,5
C0082,88,1806,45637.96,104,254,1.4617940199335548,518.6131818181818,758.1056478405316,low,Q4,4,3,5,12
C0083,33,1750,46197.53,281,1,0.5657142857142857,1399.9251515151516,791.9576571428571,low,Q4,2,1,5,8
C0084,167,1028,42173.98,288,219,4.873540856031129,252.5388023952096,1230.7581712062258,medium,Q4,2,3,5,10
C0085,126,390,48911.31,184,260,9.692307692307692,388.185,3762.4084615384613,medium,Q4,3,3,5,11
C0086,141,1536,37262.33,231,170,2.75390625,264.2718439716312,727.7798828125,medium,Q3,2,2,4,8
C0087,20,1469,38245.13,99,416,0.4084411164057182,1912.2565,781.0441797140911,low,Q4,4,5,4,13
C0088,63,1808,38141.38,340,125,1.045353982300885,605.4187301587301,632.8768805309734,low,Q3,1,2,4,7
C0089,154,1199,24056.35,359,69,3.853211009174312,156.21006493506493,601.9103419516263,medium,Q2,1,1,3,5
C0090,167,284,22849.79,359,264,17.640845070422536,136.8250898203593,2413.7102112676057,high,Q2,1,3,3,7
C0091,88,933,12049.3,270,444,2.8295819935691315,136.92386363636362,387.43729903536973,medium,Q1,2,5,2,9
C0092,161,835,32258.72,16,188,5.784431137724551,200.36472049689442,1158.9959281437127,medium,Q3,5,2,4,11
C0093,169,1543,14501.54,134,24,3.285806869734284,85.80792899408284,281.94828256642904,medium,Q2,4,1,2,7
C0094,78,735,12927.53,163,485,3.183673469387755,165.7375641025641,527.6542857142857,medium,Q2,3,5,2,10
C0095,180,620,29318.77,351,223,8.709677419354838,162.88205555555555,1418.6501612903226,medium,Q3,1,3,3,7
C0096,58,173,20528.62,200,87,10.057803468208093,353.94172413793103,3559.8763005780347,high,Q2,3,1,3,7
C0097,48,1530,10981.89,196,308,0.9411764705882353,228.78937499999998,215.33117647058822,low,Q1,3,4,2,9
C0098,137,1386,40812.0,54,160,2.965367965367965,297.8978102189781,883.3766233766233,medium,Q4,5,2,4,11
C0099,128,104,43035.47,290,469,36.92307692307692,336.214609375,12414.077884615384,high,Q4,2,5,5,12
C0100,28,809,8426.59,123,147,1.0383189122373302,300.94964285714286,312.48170580964154,low,Q1,4,2,1,7
C0101,167,891,424.98,34,276,5.622895622895623,2.544790419161677,14.30909090909091,medium,Q1,5,3,1,9
C0102,40,872,16839.69,361,272,1.3761467889908257,420.99224999999996,579.3471330275229,low,Q2,1,3,2,6
C0103,161,1680,39885.67,70,122,2.875,247.73708074534161,712.2441071428572,medium,Q4,5,2,4,11
C0104,2,300,41966.73,6,250,0.2,20983.365,4196.673000000001,low,Q4,5,3,5,13
C0105,160,580,6959.54,29,55,8.275862068965518,43.497125,359.97620689655173,medium,Q1,5,1,1,7
C0106,158,354,38728.08,166,322,13.389830508474576,245.11443037974684,3282.0406779661016,high,Q4,3,4,4,11
C0107,157,468,5829.42,38,380,10.064102564102564,37.13006369426752,373.6807692307693,high,Q1,5,4,1,10
C0108,133,1659,19533.63,308,476,2.4050632911392404,146.86939849624062,353.23019891500905,medium,Q2,1,5,2,8
C0109,95,1719,49930.55,188,163,1.6579406631762654,525.5847368421053,871.388307155323,low,Q4,3,2,5,10
C0110,142,110,9669.91,119,143,38.72727272727273,68.09795774647887,2637.248181818182,high,Q1,4,2,1,7
C0111,56,1165,7740.48,2,275,1.4420600858369097,138.22285714285712,199.3256652360515,low,Q1,5,3,1,9
C0112,157,448,21168.88,176,347,10.513392857142858,134.83363057324843,1417.5589285714286,high,Q2,3,4,3,10
C0113,112,375,31002.44,56,497,8.96,276.8075,2480.1952,medium,Q3,5,5,4,14
C0114,92,554,46648.39,357,13,4.981949458483755,507.04771739130433,2526.0861010830326,medium,Q4,1,1,5,7
C0115,102,379,49042.02,107,120,8.073878627968337,480.8041176470588,3881.9540897097622,medium,Q4,4,2,5,11
C0116,114,910,3528.55,174,132,3.758241758241758,30.952192982456143,116.32582417582418,medium,Q1,3,2,1,6
C0117,8,1818,6942.98,7,128,0.132013201320132,867.8725,114.57062706270627,low,Q1,5,2,1,8
C0118,28,1083,39547.36,48,232,0.7756232686980609,1412.4057142857143,1095.4947368421053,low,Q4,5,3,4,12
C0119,50,1328,13568.08,76,437,1.1295180722891567,271.3616,306.5078313253012,low,Q2,4,5,2,11
C0120,23,915,44248.21,19,16,0.7540983606557377,1923.8352173913042,1450.7609836065574,low,Q4,5,1,5,11
C0121,88,54,33189.49,265,408,48.888888888888886,377.15329545454546,18438.605555555554,high,Q3,2,5,4,11
C0122,134,181,5636.65,346,309,22.209944751381215,42.064552238805966,934.2513812154696,high,Q1,1,4,1,6
C0123,131,512,41634.84,360,308,7.67578125,317.8232061068702,2439.54140625,medium,Q4,1,4,5,10
C0124,95,467,8859.0,98,340,6.102783725910064,93.25263157894737,569.1006423982869,medium,Q1,4,4,1,9
C0125,172,1539,21203.59,288,58,3.352826510721248,123.27668604651163,413.32534113060433,medium,Q2,2,1,3,6
C0126,114,1545,27631.64,184,374,2.2135922330097086,242.38280701754385,536.5366990291262,medium,Q3,3,4,3,10
C0127,16,1564,25063.27,17,125,0.3069053708439898,1566.454375,480.7532608695652,low,Q3,5,2,3,10
C0128,153,1175,34323.84,34,259,3.9063829787234043,224.33882352941174,876.3533617021276,medium,Q3,5,3,4,12
C0129,115,1028,32651.7,200,339,3.3560311284046693,283.92782608695654,952.8706225680934,medium,Q3,3,4,4,11
C0130,127,1195,49602.5,155,302,3.1882845188284517,390.57086614173227,1245.2510460251044,medium,Q4,3,4,5,12
C0131,114,760,49971.12,4,162,4.5,438.34315789473686,1972.544210526316,medium,Q4,5,2,5,12
C0132,111,1233,25847.15,340,199,2.7007299270072993,232.8572072072072,628.8844282238443,medium,Q3,1,2,3,6
C0133,19,1456,4805.19,267,239,0.3914835164835165,252.90473684210525,99.00803571428571,low,Q1,2,3,1,6
C0134,112,1400,36405.77,184,21,2.4,325.0515178571428,780.1236428571428,medium,Q3,3,1,4,8
C0135,159,1132,48834.37,361,364,4.213780918727915,307.1344025157233,1294.1970848056537,medium,Q4,1,4,5,10
C0136,61,134,15950.4,355,50,13.656716417910447,261.48196721311473,3570.9850746268653,high,Q2,1,1,2,4
C0137,121,1332,23087.38,356,230,2.725225225225225,190.80479338842977,519.9860360360361,medium,Q2,1,3,3,7
C0138,7,688,21267.61,95,328,0.30523255813953487,3038.23,927.3667151162791,low,Q2,4,4,3,11
C0139,70,1365,2618.39,322,41,1.5384615384615385,37.40557142857143,57.54703296703296,low,Q1,1,1,1,3
C0140,88,998,33629.61,185,498,2.6452905811623246,382.1546590909091,1010.910120240481,medium,Q3,3,5,4,12
C0141,197,1612,17699.22,266,189,3.666253101736973,89.84375634517767,329.38995037220843,medium,Q2,2,2,2,6
C0142,43,637,39383.82,314,8,2.0251177394034534,915.9027906976744,1854.8109890109888,medium,Q4,1,1,4,6
C0143,56,1702,41614.4,60,330,0.9870740305522914,743.1142857142858,733.5088131609871,low,Q4,5,4,5,14
C0144,82,1546,41070.48,164,279,1.591203104786546,500.85951219512197,796.969210866753,low,Q4,3,3,5,11
C0145,199,624,20862.47,48,321,9.567307692307692,104.83653266331659,1003.0033653846154,medium,Q2,5,4,3,12
C0146,171,896,16111.21,103,376,5.725446428571429,94.21760233918128,539.4378348214285,medium,Q2,4,4,2,10
C0147,7,984,37453.6,151,238,0.2134146341463415,5350.5142857142855,1141.878048780488,low,Q3,3,3,4,10
C0148,47,1410,40079.4,313,414,1.0,852.7531914893617,852.7531914893617,low,Q4,1,5,4,10
C0149,165,1267,24588.31,315,186,3.9068666140489343,149.0200606060606,582.2014996053671,medium,Q2,1,2,3,6
C0150,12,1560,44656.9,143,273,0.23076923076923078,3721.4083333333333,858.7865384615385,low,Q4,3,3,5,11
C0151,172,694,7238.24,121,80,7.435158501440922,42.08279069767442,312.8922190201729,medium,Q1,4,1,1,6
C0152,57,936,43959.49,194,310,1.8269230769230769,771.2191228070175,1408.9580128205127,low,Q4,3,4,5,12
C0153,184,803,4849.96,333,131,6.874221668742217,26.358478260869564,181.19402241594022,medium,Q1,1,2,1,4
C0154,59,1663,7718.6,357,349,1.064341551413109,130.82372881355934,139.24113048707156,low,Q1,1,4,1,6
C0155,87,577,26715.31,83,401,4.523396880415945,307.0725287356322,1389.010918544194,medium,Q3,4,5,3,12
C0156,133,1084,3422.55,69,430,3.680811808118081,25.733458646616544,94.72001845018451,medium,Q1,5,5,1,11
C0157,26,245,2687.71,258,465,3.1836734693877555,103.37346153846154,329.10734693877555,medium,Q1,2,5,1,8
C0158,112,1557,75.91,111,62,2.157996146435453,0.6777678571428571,1.4626204238921001,medium,Q1,4,1,1,6
C0159,102,720,21844.02,73,69,4.25,214.1570588235294,910.1675,medium,Q2,4,1,3,8
C0160,157,641,38742.46,12,464,7.3478939157566305,246.76726114649682,1813.2196567862713,medium,Q4,5,5,4,14
C0161,200,1076,1790.18,148,191,5.5762081784386615,8.9509,49.912081784386615,medium,Q1,3,2,1,6
C0162,133,925,32630.27,144,14,4.313513513513514,245.34037593984962,1058.279027027027,medium,Q3,3,1,4,8
C0163,82,1552,41165.21,206,144,1.5850515463917525,502.01475609756096,795.7192654639175,low,Q4,3,2,5,10
C0164,82,984,8441.64,74,419,2.5,102.94682926829267,257.3670731707317,medium,Q1,4,5,1,10
C0165,84,958,7385.84,261,178,2.6304801670146136,87.92666666666666,231.2893528183716,medium,Q1,2,2,1,5
C0166,163,218,43047.01,249,39,22.431192660550458,264.09208588957057,5923.900458715597,high,Q4,2,1,5,8
C0167,65,69,41165.07,169,362,28.260869565217394,633.3087692307693,17897.856521739133,high,Q4,3,4,5,12
C0168,34,745,26970.14,67,98,1.3691275167785235,793.2394117647059,1086.0459060402684,low,Q3,5,1,3,9
C0169,67,1822,40969.03,186,177,1.1031833150384194,611.4780597014925,674.572392974753,low,Q4,3,2,4,9
C0170,5,1677,4683.17,247,2,0.08944543828264759,936.634,83.77763864042934,low,Q1,2,1,1,4
C0171,22,1159,19754.35,137,301,0.5694564279551337,897.925,511.32916307161344,low,Q2,4,4,2,10
C0172,19,1162,36902.99,97,223,0.4905335628227194,1942.2626315789473,952.7450086058519,low,Q3,4,3,4,11
C0173,155,733,12909.73,185,434,6.343792633015007,83.28858064516129,528.3654843110504,medium,Q2,3,5,2,10
C0174,145,348,37628.83,130,168,12.5,259.5091724137931,3243.864655172414,high,Q3,4,2,4,10
C0175,140,45,25233.72,147,103,93.33333333333333,180.24085714285715,16822.48,high,Q3,3,1,3,7
C0176,93,638,37525.79,128,83,4.3730407523510975,403.5031182795699,1764.5355799373042,medium,Q3,4,1,4,9
C0177,144,598,23260.75,111,101,7.224080267558528,161.53298611111111,1166.9272575250836,medium,Q2,4,1,3,8
C0178,33,374,18426.82,262,226,2.6470588235294117,558.3884848484848,1478.087165775401,medium,Q2,2,3,2,7
C0179,181,495,10998.5,168,44,10.969696969696969,60.76519337016575,666.5757575757576,high,Q1,3,1,2,6
C0180,101,74,10458.55,171,202,40.945945945945944,103.55,4239.9527027027025,high,Q1,3,2,2,7
C0181,188,1121,37586.97,239,428,5.031222123104371,199.93069148936172,1005.8957181088314,medium,Q3,2,5,4,11
C0182,31,1695,5989.57,132,384,0.5486725663716814,193.21193548387095,106.01008849557522,low,Q1,4,4,1,9
C0183,100,1270,4344.82,37,319,2.3622047244094486,43.4482,102.6335433070866,medium,Q1,5,4,1,10
C0184,140,834,8855.75,312,447,5.0359712230215825,63.25535714285714,318.5521582733813,medium,Q1,1,5,1,7
C0185,100,784,8808.56,21,391,3.826530612244898,88.0856,337.06224489795915,medium,Q1,5,4,1,10
C0186,90,582,41164.23,209,327,4.639175257731959,457.3803333333334,2121.867525773196,medium,Q4,3,4,5,12
C0187,34,285,19955.41,98,432,3.5789473684210527,586.9238235294117,2100.5694736842106,medium,Q2,4,5,2,11
C0188,77,1104,49519.9,79,63,2.092391304347826,643.1155844155844,1345.6494565217392,medium,Q4,4,1,5,10
C0189,48,1047,6903.7,16,410,1.3753581661891119,143.82708333333332,197.8137535816619,low,Q1,5,5,1,11
C0190,61,43,32694.31,329,148,42.55813953488372,535.9722950819672,22809.983720930235,high,Q3,1,2,4,7
C0191,137,776,22464.04,157,367,5.296391752577319,163.97109489051095,868.4551546391752,medium,Q2,3,4,3,10
C0192,127,529,19676.26,126,457,7.20226843100189,154.9311811023622,1115.85595463138,medium,Q2,4,5,2,11
C0193,122,335,43760.46,271,249,10.925373134328359,358.6922950819672,3918.8471641791048,high,Q4,2,3,5,10
C0194,73,1292,48781.0,15,45,1.6950464396284828,668.2328767123288,1132.685758513932,low,Q4,5,1,5,11
C0195,192,974,43649.3,207,186,5.9137577002053385,227.3401041666667,1344.434291581109,medium,Q4,3,2,5,10
C0196,18,1168,9655.42,181,204,0.4623287671232877,536.4122222222222,247.99880136986303,low,Q1,3,3,1,7
C0197,69,1311,11078.86,203,469,1.5789473684210524,160.56318840579712,253.520823798627,low,Q1,3,5,2,10
C0198,24,1793,32820.89,46,472,0.4015616285554936,1367.5370833333334,549.150418293363,low,Q3,5,5,4,14
C0199,68,1471,14489.72,348,285,1.3868116927260368,213.0841176470588,295.5075458871516,low,Q2,1,3,2,6
C0200,193,1144,36749.52,88,476,5.061188811188811,190.41202072538857,963.7111888111888,medium,Q3,4,5,4,13
C0201,74,1608,28342.71,248,219,1.380597014925373,383.0095945945946,528.7819029850746,low,Q3,2,3,3,8
C0202,182,887,27567.89,273,206,6.155580608793687,151.47192307692308,932.3976324689966,medium,Q3,2,3,3,8
C0203,100,1798,41435.92,126,419,1.6685205784204673,414.3592,691.366852057842,low,Q4,4,5,5,14
C0204,140,1397,35541.11,48,334,3.0064423765211163,253.86507142857144,763.2307086614172,medium,Q3,5,4,4,13
C0205,92,1198,1377.56,109,262,2.303839732888147,14.973478260869564,34.496494156928215,medium,Q1,4,3,1,8
C0206,54,1652,2520.48,295,229,0.9806295399515738,46.675555555555555,45.77142857142857,low,Q1,1,3,1,5
C0207,153,955,30097.84,331,353,4.806282722513089,196.71790849673204,945.481884816754,medium,Q3,1,4,3,8
C0208,194,1324,24335.29,342,377,4.395770392749244,125.43963917525774,551.4038519637462,medium,Q2,1,4,3,8
C0209,53,541,13046.22,83,246,2.9390018484288354,246.15509433962262,723.4502772643252,medium,Q2,4,3,2,9
C0210,156,1759,20961.87,222,16,2.6606026151222286,134.37096153846153,357.5077316657191,medium,Q2,2,1,3,6
C0211,53,1149,37907.62,56,51,1.3838120104438643,715.2381132075473,989.7550913838121,low,Q3,5,1,4,10
C0212,144,1434,41339.24,260,73,3.0125523012552304,287.0780555555555,864.8376569037657,medium,Q4,2,1,5,8
C0213,158,857,28083.09,152,232,5.530921820303384,177.7410759493671,983.0719953325554,medium,Q3,3,3,3,9
C0214,90,1586,19299.21,261,308,1.7023959646910467,214.43566666666666,365.0544136191677,low,Q2,2,4,2,8
C0215,148,163,13571.3,251,402,27.23926380368098,91.69797297297296,2497.7852760736196,high,Q2,2,5,2,9
C0216,55,234,26119.83,363,117,7.051282051282051,474.906,3348.696153846154,medium,Q3,1,2,3,6
C0217,16,940,15771.74,179,394,0.5106382978723405,985.73375,503.35340425531916,low,Q2,3,4,2,9
C0218,20,1345,28226.55,125,334,0.44609665427509293,1411.3274999999999,629.5884758364311,low,Q3,4,4,3,11
C0219,90,1483,33848.79,193,26,1.8206338503034392,376.09766666666667,684.7361429534727,low,Q3,3,1,4,8
C0220,181,820,3350.66,60,176,6.621951219512195,18.51193370165746,122.5851219512195,medium,Q1,5,2,1,8
C0221,26,1196,103.32,41,152,0.6521739130434783,3.9738461538461536,2.591638795986622,low,Q1,5,2,1,8
C0222,92,1023,10653.24,190,444,2.697947214076246,115.79608695652173,312.41173020527856,medium,Q1,3,5,2,10
C0223,141,1756,44730.85,302,461,2.408883826879271,317.2400709219858,764.1944760820046,medium,Q4,1,5,5,11
C0224,41,1204,32332.22,195,410,1.021594684385382,788.5907317073171,805.6200996677741,low,Q3,3,5,4,12
C0225,145,778,8639.42,286,265,5.591259640102828,59.582206896551725,333.139588688946,medium,Q1,2,3,1,6
C0226,62,1771,44518.68,65,247,1.0502540937323546,718.0432258064516,754.1278373800113,low,Q4,5,3,5,13
C0227,162,222,23524.3,165,156,21.89189189189189,145.21172839506173,3178.959459459459,high,Q2,3,2,3,8
C0228,116,1798,23830.78,224,387,1.935483870967742,205.43775862068964,397.621468298109,low,Q2,2,4,3,9
C0229,110,306,46780.32,127,44,10.784313725490197,425.27563636363635,4586.305882352942,high,Q4,4,1,5,10
C0230,36,547,3021.36,6,136,1.9744058500914077,83.92666666666668,165.7053016453382,low,Q1,5,2,1,8
C0231,93,1505,10798.15,27,68,1.8538205980066447,116.10913978494624,215.24551495016613,low,Q1,5,1,2,8
C0232,172,1347,29309.28,339,248,3.830734966592428,170.40279069767442,652.7679287305123,medium,Q3,1,3,3,7
C0233,4,1772,9814.55,221,150,0.06772009029345372,2453.6375,166.16055304740405,low,Q1,2,2,1,5
C0234,152,1376,33992.37,97,99,3.313953488372093,223.63401315789474,741.1127180232559,medium,Q3,4,1,4,9
C0235,99,1174,10743.91,95,189,2.5298126064735946,108.52434343434344,274.5462521294719,medium,Q1,4,2,2,8
C0236,144,652,5002.89,15,431,6.625766871165644,34.74229166666667,230.19432515337425,medium,Q1,5,5,1,11
C0237,133,38,10388.91,345,280,105.0,78.1121052631579,8201.771052631579,high,Q1,1,3,1,5
C0238,87,252,21165.57,40,412,10.357142857142856,243.28241379310344,2519.710714285714,high,Q2,5,5,3,13
C0239,62,564,8848.11,278,457,3.2978723404255317,142.71145161290323,470.6441489361702,medium,Q1,2,5,1,8
C0240,126,103,6777.87,88,452,36.699029126213595,53.79261904761905,1974.1368932038836,high,Q1,4,5,1,10
C0241,29,942,43021.08,123,176,0.9235668789808917,1483.4855172413793,1370.0980891719746,low,Q4,4,2,5,11
C0242,117,1426,16053.84,100,439,2.461430575035063,137.2123076923077,337.73856942496496,medium,Q2,4,5,2,11
C0243,19,1760,18069.9,301,455,0.32386363636363635,951.0473684210527,308.0096590909091,low,Q2,1,5,2,8
C0244,130,909,2810.76,12,480,4.29042904290429,21.62123076923077,92.76435643564356,medium,Q1,5,5,1,11
C0245,126,1601,17900.61,129,176,2.3610243597751404,142.06833333333333,335.4267957526546,medium,Q2,4,2,2,8
